contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type
TSLA250703P00305000,2025-06-27 19:59:54+00:00,305.0,2.98,2.86,3.05,-0.06999993,-2.2950797,6505.0,3747.0,0.5914347497558594,False,REGULAR,USD,put
TSLA250703P00307500,2025-06-27 19:59:52+00:00,307.5,3.52,3.45,3.6,-0.029999971,-0.84506965,2734.0,1092.0,0.5881388842773438,False,REGULAR,USD,put
TSLA250703P00310000,2025-06-27 19:59:59+00:00,310.0,4.2,4.1,4.2,0.0,0.0,16435.0,6475.0,0.5827678442382812,False,REGULAR,USD,put
TSLA250703P00312500,2025-06-27 19:59:58+00:00,312.5,4.86,4.85,4.95,-0.03999996,-0.8163257,3886.0,1780.0,0.5804485314941408,False,REGULAR,USD,put
TSLA250703P00315000,2025-06-27 19:59:55+00:00,315.0,5.7,5.65,5.8,0.0,0.0,17935.0,3005.0,0.5767864587402343,False,REGULAR,USD,put
TSLA250703P00317500,2025-06-27 19:59:51+00:00,317.5,6.65,6.55,6.75,0.05000019,0.7575787,10686.0,1204.0,0.573368524169922,False,REGULAR,USD,put
TSLA250703P00320000,2025-06-27 19:59:58+00:00,320.0,7.66,7.6,7.8,0.21000004,2.8187926,35613.0,5249.0,0.571415418701172,False,REGULAR,USD,put
TSLA250703P00322500,2025-06-27 19:59:49+00:00,322.5,8.85,8.8,8.95,0.25,2.9069767,13927.0,1457.0,0.5708050732421875,False,REGULAR,USD,put
TSLA250703P00325000,2025-06-27 19:59:58+00:00,325.0,10.2,10.0,10.2,0.43999958,4.5081925,21822.0,4251.0,0.5667767932128907,True,REGULAR,USD,put
TSLA250703P00327500,2025-06-27 19:59:51+00:00,327.5,11.45,11.3,11.6,0.4499998,4.0909076,7698.0,2137.0,0.5639692041015626,True,REGULAR,USD,put
TSLA250703P00330000,2025-06-27 19:59:57+00:00,330.0,13.03,12.85,13.15,0.5799999,4.6586337,9630.0,6618.0,0.5670209313964845,True,REGULAR,USD,put
TSLA250703P00332500,2025-06-27 19:59:41+00:00,332.5,14.65,14.55,14.75,1.3999996,10.566035,1076.0,813.0,0.570316796875,True,REGULAR,USD,put
TSLA250703P00335000,2025-06-27 19:58:43+00:00,335.0,16.31,16.25,16.45,0.85999966,5.566341,2469.0,2747.0,0.5710492114257812,True,REGULAR,USD,put
TSLA250703P00337500,2025-06-27 19:59:18+00:00,337.5,18.1,18.0,18.25,1.1200008,6.5960007,986.0,834.0,0.5706830041503907,True,REGULAR,USD,put
TSLA250703P00340000,2025-06-27 19:59:41+00:00,340.0,19.98,19.85,20.15,0.97999954,5.157892,2403.0,1864.0,0.5715374877929689,True,REGULAR,USD,put
TSLA250703P00342500,2025-06-27 19:59:18+00:00,342.5,22.0,21.8,22.15,1.6000004,7.843139,914.0,1053.0,0.5742230078125,True,REGULAR,USD,put
TSLA250703P00345000,2025-06-27 19:59:04+00:00,345.0,24.0,23.85,24.2,1.8999996,8.597283,881.0,1444.0,0.5776409423828125,True,REGULAR,USD,put
TSLA250703P00347500,2025-06-27 19:58:21+00:00,347.5,26.25,25.65,27.0,1.8500004,7.581969,314.0,620.0,0.5983926879882813,True,REGULAR,USD,put
TSLA250703P00350000,2025-06-27 19:57:46+00:00,350.0,28.25,28.1,28.5,1.5499992,5.8052406,1085.0,3933.0,0.584965087890625,True,REGULAR,USD,put
TSLA250703P00352500,2025-06-27 19:57:34+00:00,352.5,30.65,29.95,31.4,4.0200005,15.095758,191.0,746.0,0.6064492480468751,True,REGULAR,USD,put
TSLA250703P00355000,2025-06-27 19:53:55+00:00,355.0,33.1,32.3,32.95,3.5499992,12.013535,2078.0,1200.0,0.5756878369140624,True,REGULAR,USD,put
TSLA250703P00357500,2025-06-27 19:29:26+00:00,357.5,35.4,34.65,35.25,3.2200012,10.006218,109.0,493.0,0.5830119824218749,True,REGULAR,USD,put
TSLA250703P00360000,2025-06-27 19:57:38+00:00,360.0,37.29,37.15,37.55,3.540001,10.488892,335.0,1618.0,0.5976602734375001,True,REGULAR,USD,put
TSLA250703P00362500,2025-06-27 18:47:05+00:00,362.5,40.0,38.95,41.25,3.8100014,10.527774,149.0,235.0,0.6628451684570313,True,REGULAR,USD,put
TSLA250703P00365000,2025-06-27 19:19:54+00:00,365.0,45.5,41.5,43.1,6.950001,18.028536,229.0,485.0,0.64648791015625,True,REGULAR,USD,put
TSLA250703P00367500,2025-06-27 14:44:06+00:00,367.5,41.3,42.55,46.25,0.5400009,1.3248305,40.0,467.0,0.5971719970703125,True,REGULAR,USD,put
TSLA250703P00370000,2025-06-27 19:13:32+00:00,370.0,50.26,45.2,48.5,5.5099983,12.312845,33.0,167.0,0.6098671826171876,True,REGULAR,USD,put
TSLA250703P00372500,2025-06-27 13:54:42+00:00,372.5,49.68,48.55,50.1,3.6800003,8.000001,10.0,95.0,0.6279334082031252,True,REGULAR,USD,put
TSLA250703P00375000,2025-06-27 18:04:27+00:00,375.0,52.19,50.9,52.0,3.289997,6.7280097,8.0,315.0,0.6938507177734375,True,REGULAR,USD,put
TSLA250703P00380000,2025-06-27 18:01:22+00:00,380.0,57.04,55.75,57.95,5.540001,10.757283,30.0,194.0,0.7050810742187501,True,REGULAR,USD,put
TSLA250703P00385000,2025-06-26 15:15:53+00:00,385.0,60.0,60.65,63.5,0.0,0.0,4.0,72.0,0.807619111328125,True,REGULAR,USD,put
TSLA250703P00390000,2025-06-27 18:36:19+00:00,390.0,70.0,65.7,68.25,6.1800003,9.683485,6.0,146.0,0.8295915478515624,True,REGULAR,USD,put
TSLA250703P00395000,2025-06-27 15:54:51+00:00,395.0,69.55,70.55,73.4,16.500004,31.102741,1.0,35.0,0.8745129736328124,True,REGULAR,USD,put
TSLA250703P00400000,2025-06-27 18:42:11+00:00,400.0,76.73,75.75,77.15,2.290001,3.0763042,48.0,75.0,0.6835969140625001,True,REGULAR,USD,put
TSLA250703P00405000,2025-06-26 18:34:32+00:00,405.0,78.35,80.3,83.35,0.0,0.0,151.0,4.0,0.9150399121093751,True,REGULAR,USD,put
TSLA250703P00410000,2025-06-26 17:07:23+00:00,410.0,82.15,84.45,88.1,0.0,0.0,21.0,21.0,1.2382850585937497,True,REGULAR,USD,put
TSLA250703P00415000,2025-06-26 17:04:23+00:00,415.0,86.75,89.25,93.3,0.0,0.0,1.0,0.0,1.3178745043945312,True,REGULAR,USD,put
TSLA250703P00420000,2025-06-27 14:07:10+00:00,420.0,92.75,94.45,98.1,-0.55000305,-0.5894995,7.0,0.0,1.3315463110351557,True,REGULAR,USD,put
TSLA250703P00425000,2025-06-27 18:36:28+00:00,425.0,105.4,99.25,103.3,32.15,43.890785,4.0,0.0,1.410647478027344,True,REGULAR,USD,put
TSLA250703P00430000,2025-06-25 14:28:43+00:00,430.0,108.25,104.45,108.1,0.0,0.0,12.0,0.0,1.4211454724121095,True,REGULAR,USD,put
TSLA250703P00435000,2025-06-24 13:32:18+00:00,435.0,84.2,107.75,111.4,0.0,0.0,,,0.8242205078124999,True,REGULAR,,put
TSLA250703P00440000,2025-06-25 13:53:29+00:00,440.0,109.35,114.45,118.1,0.0,0.0,4.0,0.0,1.5073266821289062,True,REGULAR,USD,put
TSLA250703P00450000,2025-06-24 14:45:13+00:00,450.0,106.69,124.45,128.1,0.0,0.0,1.0,0.0,1.5900899401855466,True,REGULAR,USD,put
TSLA250703P00455000,2025-06-12 15:58:09+00:00,455.0,128.22,129.25,133.3,0.0,0.0,1.0,0.0,1.6679704101562502,True,REGULAR,USD,put
TSLA250703P00460000,2025-06-23 17:11:50+00:00,460.0,109.9,134.45,138.1,0.0,0.0,2.0,0.0,1.6704118041992189,True,REGULAR,USD,put
TSLA250703P00465000,2025-05-29 17:55:10+00:00,465.0,111.0,139.25,143.3,0.0,0.0,,0.0,1.748048134765625,True,REGULAR,USD,put
TSLA250703P00490000,2025-06-27 19:56:55+00:00,490.0,167.09,164.45,168.1,5.119995,3.161076,1.0,1.0,1.8955083349609376,True,REGULAR,USD,put
TSLA250703P00500000,2025-06-17 15:31:19+00:00,500.0,181.0,174.45,178.1,0.0,0.0,10.0,0.0,1.9660646228027345,True,REGULAR,USD,put
TSLA250703P00550000,2025-06-03 16:52:17+00:00,550.0,195.39,224.45,228.15,0.0,0.0,,0.0,2.302738618164062,True,REGULAR,USD,put
TSLA250703P00600000,2025-06-06 16:04:39+00:00,600.0,299.5,274.5,278.15,0.0,0.0,12.0,0.0,2.5903355554199217,True,REGULAR,USD,put
TSLA250703P00680000,2025-06-16 17:37:46+00:00,680.0,350.44,354.45,358.15,0.0,0.0,1.0,0.0,2.9902368994140627,True,REGULAR,USD,put
